SquareFootage,Bedrooms,Bathrooms,Price
2179,4,4,479274
1074,4,2,289149
1547,1,4,350545
2251,5,4,510724
1491,4,2,342304
2771,3,1,504175
2377,1,1,438984
2247,4,3,477964
1721,4,3,386580
1566,4,3,364363
1771,5,1,382950
2124,2,4,462053
2124,3,2,419954
1590,6,1,351263
1636,2,3,359862
1226,3,1,263617
3139,5,1,584380
1551,3,2,341729
1157,4,1,264159
756,2,3,228206
1664,3,2,346239
2203,3,4,463892
1947,3,3,412546
1905,5,3,452204
2364,2,4,502764
2291,2,2,444251
1550,5,1,349508
2130,4,3,440917
2034,3,3,428384
1703,5,3,394410
2714,6,1,529424
1611,2,1,327318
1711,6,3,426648
1762,6,1,389663
2463,4,4,500228
2543,2,4,498206
2675,6,4,577719
2387,2,3,469898
1950,3,4,443618
2480,5,1,474539
2187,1,2,399533
1938,2,2,375207
1767,3,1,377936
1914,6,2,435088
1761,5,4,438392
2207,1,2,421772
1893,4,2,424317
2244,4,3,468436
2253,2,3,471607
2003,2,3,424322
1774,3,3,376954
1545,1,4,345290
1946,2,1,341979
2146,6,2,470573
1317,2,1,268144
1111,4,1,273601
1938,1,2,376974
1552,3,3,333090
2504,1,4,482408
2652,2,1,473627
1494,2,4,335054
1148,2,1,257055
2287,1,4,453304
2101,2,3,419259
2196,5,1,443615
2383,5,4,531225
1790,2,1,355186
1901,4,4,428112
2406,1,3,459331
2223,3,1,415828
3023,1,3,574947
2146,1,1,405297
2128,2,1,392528
2440,6,1,494440
3032,5,4,616629
2357,6,2,510667
1856,3,2,396920
1669,1,1,324678
2081,3,1,407867
1450,3,2,316072
2322,4,4,488654
2148,5,2,460303
2259,4,1,440563
1111,6,2,286386
2673,5,4,562384
1439,2,4,349796
1370,2,3,319155
991,2,4,283202
1697,3,4,394363
2076,3,2,419900
1948,5,4,469363
2348,1,4,472099
2638,5,1,502947
2680,4,2,538574
1871,4,1,380284
1926,4,4,437005
1931,4,3,424920
1793,3,3,393459
3012,4,1,562219
2156,6,4,496962
2253,3,1,441067
2340,1,2,435624
2606,3,3,510614
1885,3,4,421078
2256,3,2,444222
2294,5,3,495058
1220,6,1,298985
1756,4,3,412083
1917,1,2,367290
2494,2,3,506865
3745,5,3,710395
1781,6,2,420286
1760,1,2,370436
2221,4,2,446849
1137,5,1,282520
1107,2,1,241917
1931,5,2,425776
1729,4,3,399223
2558,5,1,496934
1813,2,4,409600
1346,3,2,299658
1491,6,3,378633
2594,6,1,494602
1635,5,1,376773
1827,5,3,415764
1848,5,3,411123
1708,2,2,342928
2152,4,4,487702
2885,2,1,518893
2275,1,4,461677
2410,1,1,449150
1517,6,1,351008
2185,4,1,437872
2684,6,4,570639
1883,4,1,378762
1997,3,4,433263
2381,4,2,468551
2764,4,4,566456
2593,4,2,491665
1366,3,4,348226
2168,1,1,389190
1696,3,3,394026
1839,3,4,411303
1348,1,2,303114
1866,1,2,376553
1574,1,4,371205
1919,1,4,408767
2246,1,3,441530
2141,3,2,428115
2442,5,4,537732
1756,6,4,439855
1155,2,1,273678
2798,6,2,572246
2273,6,1,477789
2297,3,2,465703
2269,2,3,459945
2128,5,2,445688
2495,3,4,517855
1671,2,3,385451
2394,6,4,525303
2178,6,1,440095
2065,6,2,443180
1754,3,4,404277
2125,4,3,448531
1895,2,3,413056
2428,1,2,455533
1768,4,2,396043
1484,3,1,315180
2282,6,3,492513
3053,5,2,592659
2128,4,2,434849
1927,1,3,396052
2894,1,2,518162
2229,1,1,409581
1925,2,2,401864
2857,2,4,565321
1631,2,2,350538
1833,2,1,356552
2169,2,3,434202
3412,4,1,616307
1537,3,3,350342
1432,2,2,307109
2113,5,3,461659
2744,1,3,503443
2451,6,3,527430
1663,6,3,393015
1425,6,3,362610
1672,3,4,389913
2052,4,4,452177
2156,1,3,437905
1879,2,2,379283
1866,6,2,389547
1862,5,3,438943
2302,2,4,482123
2174,5,2,443535
2311,6,1,471600
2171,3,3,454476
1065,5,4,324066
2005,2,3,420203
1665,1,2,322430
2790,4,1,528320
1426,1,2,304642
1043,6,2,305517
2395,2,4,502592
2122,4,3,474295
2069,1,1,391520
2202,1,1,403673
1954,3,3,412991
1769,2,4,397226
2083,3,1,417306
1469,2,3,332623
2741,2,2,522492
1673,2,1,343235
1392,5,1,317040
2193,1,2,435134
1586,4,3,374717
2597,2,3,506098
1002,6,4,318480
1175,4,1,289347
1813,5,2,400334
2065,1,4,428897
1630,2,1,322435
1866,1,2,360348
2864,6,4,610143
1649,5,3,386623
1194,1,4,290035
1883,6,1,411499
1433,5,1,327294
2287,5,4,508791
2248,3,2,436302
1933,4,3,416947
2188,2,1,412245
1465,4,3,352654
2472,3,2,476533
1716,5,2,393682
2839,1,3,522522
1838,3,2,364505
1774,6,2,397912
1901,3,2,416382
2292,3,4,490292
2723,3,4,553776
2178,5,4,501213
3068,4,4,613143
1589,5,4,402232
1897,6,1,424296
1445,2,1,289830
1748,2,2,352399
1669,1,2,342679
1266,5,4,358860
2467,3,3,494273
2295,6,2,485520
1800,2,1,360797
2160,1,3,426401
1793,6,3,425395
1887,6,2,433348
2252,4,4,491868
1991,3,3,429406
2008,5,1,418499
1044,2,1,245534
2410,2,2,478055
2651,1,4,528852
2513,2,2,479292
1733,1,4,390979
2488,2,2,476164
2216,4,1,444790
1567,6,1,373148
1848,6,4,424812
1950,3,1,389093
834,5,3,279943
2097,3,1,422891
1438,3,4,366985
1472,6,4,398572
2078,2,4,446931
1827,5,4,439579
1500,5,4,385836
2076,4,2,430761
1570,1,4,378636
1569,5,1,364234
2588,6,1,517765
2080,3,1,414043
2165,6,3,490681
2783,4,2,545687
1883,2,2,387366
1682,3,3,373156
1690,4,1,349304
2925,3,2,542810
1952,2,1,379690
1534,5,1,354078
2066,6,4,479293
1688,3,1,342663
1794,5,4,412206
2814,6,3,584609
2063,6,4,473610
1360,2,2,286826
1779,4,2,390390
1074,5,2,292274
1620,2,4,370861
2501,3,3,504662
1638,2,3,357941
3321,3,3,622579
693,5,4,269671
1778,5,3,412788
2056,3,3,454512
2030,1,1,397443
2281,3,1,437207
1862,5,2,403775
2626,4,1,498430
1385,3,2,308008
1881,5,1,392196
1442,2,4,340700
1752,1,2,362618
1871,4,1,387038
2309,3,2,454689
1493,3,1,310807
1860,2,3,385808
2010,6,2,420370
2072,2,3,422654
1444,5,3,362859
2116,6,3,491159
2583,3,1,486372
2577,2,3,503565
1860,2,1,377773
2259,5,1,452063
1918,5,1,401634
2532,6,3,531119
2339,4,4,509401
1420,6,2,365466
1923,2,1,371193
1671,1,1,340705
1952,2,4,427366
1423,3,4,352382
1940,4,1,389575
1922,6,3,439690
1936,5,4,440473
2126,5,1,426136
1229,4,1,289109
2390,1,3,464992
2419,5,2,494444
2702,5,3,548672
1951,1,3,391893
2130,4,2,435872
2522,1,2,481350
1648,6,3,404733
2245,3,4,478769
1631,2,1,326962
2258,2,2,431026
2196,4,4,482111
1552,1,2,316600
2255,2,3,456211
1780,1,2,369071
1919,4,4,419897
2407,5,2,485105
2538,6,4,560099
2207,6,3,477253
2006,1,4,438810
2352,1,1,439478
1837,2,3,385363
2447,5,4,509388
1691,3,2,362264
1891,5,4,429053
1535,6,1,348157
1957,2,2,402178
2758,2,4,535810
2761,3,3,532103
2814,5,2,553963
1679,6,4,424932
3353,2,3,621240
2591,5,4,547870
2509,3,1,472215
2124,1,2,421374
1218,3,4,322703
1686,4,2,374185
1791,6,4,437055
1925,5,4,430677
1786,6,2,426482
1986,4,3,435858
2239,2,2,453692
2037,4,1,398758
1899,4,3,418368
1869,4,4,440491
2708,5,4,565325
1806,2,2,358853
2389,6,1,490535
2010,5,3,457137
1067,4,4,296138
3160,6,3,629394
2616,6,1,526746
3132,4,3,597710
2441,4,3,491097
2027,3,3,428541
2287,5,3,488250
1761,4,4,399629
1574,2,4,349677
3047,1,3,560360
1857,3,1,378183
2069,6,4,468773
2235,1,1,403927
1882,6,1,399525
2481,4,2,484608
1950,5,1,396344
3760,5,1,688915
1047,2,4,298873
1666,3,3,364429
2538,5,4,526771
1214,5,4,348720
2098,6,1,438370
1833,3,3,391660
1941,1,4,419694
2605,4,1,490737
2072,5,1,428546
1624,3,4,394849
2509,5,3,532885
2116,3,3,443813
1309,6,1,336374
1665,5,4,422494
1957,5,2,427127
2384,5,4,507728
1935,2,2,379728
2478,2,1,466946
2035,2,1,380701
1661,2,2,346212
2028,1,3,402313
2364,1,3,469393
1907,5,2,413793
1449,6,2,354142
2098,4,3,451486
1545,1,4,323575
2749,3,4,555636
2569,3,2,483193
1883,2,2,373442
2228,2,2,442210
1955,6,3,453921
2751,5,4,583287
1194,4,3,320951
2097,3,1,423898
1523,2,2,313343
2211,4,1,429532
1058,2,1,241141
2164,5,2,455922
2969,2,1,524042
1727,3,3,387575
1246,1,2,284331
2329,2,4,484900
1841,4,3,411760
2471,4,3,496056
2549,6,2,532792
2515,3,1,487043
1987,5,2,440776
2911,6,2,581258
2397,4,4,521084
1638,1,4,347826
1674,5,1,382046
2652,4,3,535637
2334,4,3,484329
1639,6,3,397901
1821,6,2,417126
1968,2,2,385552
2410,4,4,506313
1888,4,2,412840
2657,1,1,445333
2180,6,3,478266
2681,1,1,487905
1426,6,3,374887
2750,2,4,551403
2584,3,2,504421
2037,1,1,386566
1737,4,3,398684
2651,5,4,557797
1770,2,3,379968
1997,3,4,436060
2252,1,1,419316
1432,4,2,341423
1908,4,1,398433
1539,6,2,361696
1221,5,4,339259
3042,4,4,604133
1672,3,3,372226
2311,6,4,524001
3047,1,1,521288
1683,4,3,398883
1369,6,3,361259
2881,2,2,532600
1534,1,3,328119
1794,2,4,394801
1714,5,2,387312
2077,3,4,453750
1089,6,1,292011
2311,4,1,447064
2232,1,1,401793
2432,5,4,528553
2422,1,1,460145
2226,4,4,475528
1847,4,4,426288
2029,1,4,425303
1674,4,1,359824
2096,3,2,414934
1604,6,4,420627
2068,6,1,462527
1779,2,3,380376
1591,1,2,329230
2525,1,1,439907
2396,5,3,510657
2028,2,2,406079
1128,6,2,283241
1560,2,1,315886
1961,5,1,422267
2236,2,4,485481
2244,2,1,421640
2115,3,4,472532
2015,6,2,448600
1892,3,2,393564
1685,6,4,434039
2827,2,4,555474
2516,6,2,508712
2291,1,4,475284
1432,3,1,309018
1408,5,3,355059
1983,1,4,411650
1743,1,3,381149
1430,4,1,311143
2052,1,1,380563
1058,1,2,235335
1954,4,1,378115
2254,2,3,439094
2238,2,2,443444
1097,5,4,339972
1073,6,4,330720
1893,3,2,411745
1684,4,2,366526
1391,2,2,312606
923,4,1,248544
1558,6,4,423371
1949,3,4,437586
1881,1,1,373412
1398,4,1,323145
1498,2,2,330426
1829,3,3,408250
1585,6,2,377938
2161,1,1,406770
2279,4,1,439759
2226,4,2,467755
1453,3,3,351679
2166,3,1,440376
2179,5,3,465078
2743,1,4,542019
2987,4,4,608795
2620,5,3,532379
1771,6,4,441618
1614,5,3,410237
1899,5,2,402670
1714,2,4,390161
3047,5,1,551356
2477,1,2,459087
2311,1,3,450767
2401,5,4,529788
2685,3,3,531365
2309,5,3,477212
1904,6,1,436549
2371,2,4,475603
2366,5,3,501484
1441,5,4,364312
3200,3,3,608592
1693,3,4,388240
2771,1,2,500348
1919,1,4,410972
2579,5,3,536478
2026,1,2,408461
1278,6,1,312417
2534,1,1,474497
2736,5,2,527760
1996,4,1,402408
2428,6,2,502893
1653,1,3,356719
2031,1,1,381132
2554,3,3,509798
2191,5,4,489947
2255,5,4,488216
2513,3,2,481012
2843,1,2,494468
2565,4,3,506596
2165,1,2,404995
1992,6,3,452256
2096,6,4,474515
1358,5,3,343594
2133,4,3,451044
1427,3,1,314641
1812,4,4,430120
2375,5,1,484955
1803,5,3,397335
2704,4,4,555056
1979,4,2,414139
2602,1,3,507962
1861,6,1,408039
1946,6,4,468407
2576,2,2,498239
1911,3,1,378557
2187,2,2,429516
1787,1,1,355650
853,4,3,254147
1701,5,4,429124
2731,3,1,505598
2167,6,3,447679
2446,5,4,536045
2464,5,1,480325
2389,6,1,474511
2797,6,3,577700
1840,3,2,382985
2742,6,1,538635
2335,1,1,415111
2222,5,3,492701
972,3,4,279435
2200,1,1,413259
2458,3,3,504725
2116,2,1,407936
2625,4,2,506890
2647,2,4,515534
1860,2,1,359826
2054,1,4,427066
1867,2,2,376575
1789,2,1,356718
2049,1,2,382876
2117,3,3,439021
954,5,3,296835
1980,6,4,464463
2202,2,4,472676
2064,5,1,409887
1964,2,1,384416
1494,5,3,374640
1346,6,3,365423
1733,1,4,391743
1093,3,4,309543
1978,5,4,436196
1579,4,1,349067
2100,3,2,414339
1719,4,2,374916
1027,2,4,286321
1509,1,3,342999
2093,2,3,433215
2389,2,3,474707
1863,3,4,403760
2125,4,1,426704
1908,3,2,401352
1891,1,2,345629
1594,1,2,329189
1984,4,1,393347
1693,2,3,353668
2688,3,2,518191
1662,4,4,398487
2088,5,4,484517
1466,2,2,322960
1900,3,4,413207
1494,2,1,316237
1715,6,4,426198
2487,2,3,477823
1977,1,3,399151
2414,6,1,483597
1894,6,3,446950
2367,6,2,516032
2409,1,3,456869
2356,2,4,479848
2475,6,4,534234
2243,4,3,469089
1786,5,1,386841
1291,3,3,319896
1619,4,4,388368
2195,6,3,492447
2556,4,3,532727
2244,6,4,516095
1844,3,2,368771
1786,3,2,373771
2017,4,2,419285
2303,1,3,431671
2017,5,1,413215
1750,2,1,353505
1575,6,4,424445
1641,6,2,378828
1652,2,4,368764
1967,4,3,432118
1595,1,3,327611
1720,6,3,404901
2342,3,3,460942
2293,5,1,448592
2848,3,4,572811
2170,2,4,454103
1296,2,3,300517
1229,6,2,321262
2063,4,4,466540
1975,2,1,377446
1874,6,2,416529
1409,3,4,344999
1519,5,3,370824
2537,2,2,492245
2510,1,2,463379
2132,2,1,412300
2311,6,3,501859
1426,4,3,344561
2158,5,2,443699
1675,2,2,340386
2622,5,3,537099
2241,3,2,460160
1226,6,4,360900
1389,3,2,329416
1959,5,1,403058
1545,2,2,338082
2558,2,4,502232
1072,3,3,292270
1964,2,3,424762
1207,3,3,321036
1810,6,4,437265
1379,2,1,283007
1964,5,4,444704
1542,6,1,350645
1653,1,4,367516
2531,2,4,513809
1775,3,2,378411
630,1,1,170966
1916,3,3,410910
2706,6,3,559583
2179,4,3,460330
2461,6,1,489863
1694,3,2,361287
2318,3,3,480252
1770,5,1,387161
2159,4,2,452251
2586,2,4,528664
1462,2,3,334966
1101,2,1,234071
1789,5,3,428713
2164,4,1,427800
2823,3,1,517817
2043,1,2,389832
2313,2,1,430892
1656,6,1,370487
1670,6,2,394867
2173,4,1,417698
2793,6,2,559173
2012,5,2,447119
2132,2,3,426282
1659,1,4,361393
1717,5,1,369456
2560,2,1,500437
1272,5,2,312887
1618,1,2,350842
1880,4,1,382035
2054,3,1,396458
1955,3,4,451596
2395,6,3,489202
3478,4,3,643230
1471,4,1,323168
2136,6,4,499809
1664,3,4,374978
2464,6,4,537604
2920,6,2,574108
1972,3,2,415199
2501,1,1,450553
1516,6,4,401037
2633,1,4,507296
2862,1,3,508300
1934,2,4,419498
2335,2,1,440463
1376,6,2,358726
1689,6,2,380622
2272,6,2,487203
3186,6,3,618906
1090,3,1,257931
2096,6,2,440556
2631,1,4,506787
2915,4,1,550451
1899,4,1,393579
2647,1,4,515690
2370,2,2,453983
2888,2,2,526291
1901,5,2,441187
2048,3,3,436790
1690,5,2,362206
1852,1,1,350019
1849,3,3,395490
1592,4,2,390072
2898,1,3,533771
2031,2,1,389197
1759,5,1,387067
1799,2,1,352670
1226,2,1,250242
2305,5,4,511066
1568,2,2,326623
1693,6,4,415913
2568,3,1,473324
1731,3,1,341191
2229,3,2,441264
1724,3,2,374315
1745,1,3,346946
1685,5,2,379891
1908,5,3,421523
1305,3,2,303380
2381,2,2,455502
3404,5,2,634125
2297,4,4,473799
1538,4,4,389324
2337,4,3,489604
1228,6,2,333582
1615,1,4,372054
1780,2,4,405142
2522,1,1,451990
2349,4,4,506040
1286,5,4,339501
2407,4,1,462992
1722,1,3,354092
2304,4,3,479288
1620,3,1,332877
1947,3,2,392822
1587,1,3,359802
1948,6,2,432931
1406,4,3,350921
1573,3,1,332492
1682,6,2,396809
1514,4,4,389390
1810,3,2,375607
2041,5,3,469207
2663,6,4,572765
1440,5,1,343972
1481,1,2,311857
2016,2,1,404733
1182,3,2,297552
2122,3,3,438412
2007,1,2,386437
2272,6,1,450575
3118,3,2,578708
2029,5,4,468351
1729,1,1,325852
2481,2,2,470096
1993,6,1,420643
1918,1,3,398036
2893,2,4,570007
2375,6,1,492384
1524,5,2,370784
1539,6,2,380573
1332,1,1,268877
1449,4,1,341596
2564,6,1,519227
1745,4,2,380788
1107,5,2,298222
2228,3,3,444499
2084,6,3,489851
1775,1,3,362118
1681,4,3,367772
2008,3,4,445483
2036,5,3,450207
2200,4,4,453497
1125,3,3,297053
1450,1,4,333387
1776,3,3,390737
1333,4,1,305802
2238,1,1,416430
2337,4,2,472481
1696,1,4,374301
2331,2,1,431772
2113,4,2,457252
2116,2,4,437703
561,6,4,260960
1902,5,4,442880
1700,6,4,417076
1929,1,1,358025
1787,4,2,363491
1400,5,4,374487
1832,5,4,434938
1792,3,1,373390
2450,2,3,477284
1929,4,1,386676
1714,1,2,349338
1376,6,3,371018
3363,6,3,643142
2497,1,1,428713
2082,1,2,412363
1290,6,1,310765
1241,3,4,329354
2835,6,2,572000
2805,5,3,569816
2137,3,2,413840
1595,3,4,376212
1725,5,4,414716
1565,5,2,377089
3038,6,4,605678
1897,3,1,381136
2405,4,2,477791
2476,4,2,486282
1357,6,3,361838
2039,2,1,381247
1859,2,1,364602
2643,3,3,536378
2301,2,1,417367
1972,5,4,456234
2073,2,2,412984
1657,2,3,353255
1525,6,1,356314
1621,6,1,360606
2247,6,4,499880
2459,1,2,478545
2315,5,4,509264
1216,1,4,292940
2161,1,4,449336
2306,2,4,471561
2852,3,1,538461
1331,5,2,343983
2536,5,4,544366
2796,1,4,550517
1452,5,3,363805
2325,3,2,456671
1152,2,4,301611
1987,3,1,391823
1480,1,2,320641
2341,6,4,530716
1975,5,4,459055
1825,3,4,407654
2305,6,4,512909
1573,3,4,361937
2009,4,4,452657
2347,6,4,527586
1833,6,2,415625
2065,4,4,450588
1872,6,1,397893
2715,3,4,547522
2706,5,1,539491
1958,3,1,389529
1941,3,1,386378
1494,4,3,340479
3128,1,4,579901
2391,2,3,471847
2450,2,4,483033
2713,1,2,500889
1975,2,4,434287
1866,6,2,412748
2745,1,3,512099
1729,5,2,380340
1909,6,3,452904
2155,6,3,475477
1458,4,2,347229
2400,5,4,511715
2274,6,1,463501
1729,5,4,417208
2582,2,1,480917
1413,2,3,351418
1815,2,1,338215
2747,6,1,523074
1933,6,3,441716
1258,1,1,258722
2121,1,3,432299
1859,5,2,390118
2261,5,4,499444
2548,3,4,515644
1966,6,3,444022
813,6,2,276319
2279,1,1,403367
1495,2,2,328781
2254,4,4,496375
2432,1,4,478603
2531,6,3,552091
2424,5,1,483899
1845,5,2,407986
1941,5,4,462809
2213,2,2,428995
2407,5,1,479403
1505,6,2,366607
2460,3,2,489507
1092,6,3,324605
956,1,3,232940
1174,4,3,304243
2260,6,2,464245
2311,3,3,473146
2100,6,3,468645
1718,2,4,380570
2236,5,1,447837
1664,2,3,349253
1837,2,1,374195
1581,1,4,361605
2323,2,2,432745
1709,5,2,379252
2193,6,4,493672
2044,1,1,381604
2800,1,3,523431
2034,6,1,430438
2621,6,4,566844
2404,6,3,513664
1438,5,2,357007
1721,2,3,368795
1863,6,3,438155
2272,1,1,413805
2387,5,2,486332
2326,6,1,475534
1602,6,4,401124
1990,5,3,443895
1790,3,1,352404
2184,6,1,454404
1186,3,3,295819
1987,6,4,461198
1118,2,2,262501
1457,5,1,339417
2816,4,4,578645
2847,4,4,569803
1674,5,2,374530
2246,3,4,487336
2240,6,2,471335
2682,2,3,530400
2123,3,3,443862
1475,4,4,365962
1590,1,2,322686
2198,6,4,479948
1086,3,4,286812
1142,5,1,290454
2422,3,2,480110
3321,2,4,637381
1688,4,2,399454
1919,2,4,422545
1959,1,4,425748
2122,4,3,466090
1572,3,1,335255
1948,2,3,397394
2398,3,2,453866
1710,2,3,369108
2005,3,2,411030
2517,4,3,491311
1983,2,4,434345
1231,2,2,277733
863,1,1,200734
1429,1,3,307488
2591,4,1,487320
1869,4,2,394319
2173,5,3,480815
2648,4,3,528185
1376,6,4,366722
3331,1,2,578039
1947,1,2,374379
2267,3,2,449380
1647,3,1,341539
1517,2,1,320806
2012,1,2,394211
1694,1,1,335728
2045,5,2,433858
935,3,3,263848
1313,4,2,318325
1741,5,3,410947
1430,6,4,386943
3519,5,1,641518
2091,1,2,411034
2133,2,1,412610
1453,4,4,358518
1651,6,1,367127
1748,6,1,386804
2573,3,4,523168
1290,5,2,328507
1828,1,1,356714
2220,1,1,404105
844,4,3,255006
1168,4,3,328234
1298,1,1,280482
1907,6,4,434731
1772,1,3,365601
2465,5,2,519019
890,4,3,268494
1792,6,1,397956
2587,5,4,555233
1212,4,2,306796
1942,1,4,390632
2375,2,2,450739
2703,5,1,522362
1373,3,1,298310
2186,5,2,470049
2020,5,2,443887
1480,2,4,355836
1383,6,4,400713
1367,1,3,310809
3856,6,4,753249
2589,6,2,515019
2034,1,4,441237
1577,3,4,397394
2280,1,2,434603
1391,4,4,350868
2162,4,3,458715
2418,3,2,476540
1919,5,1,402985
1699,2,4,386280
1742,5,3,410972
2484,3,2,493541
1976,1,2,395676
2827,3,2,546802
1086,5,4,332047
1365,3,1,290912
2041,3,2,406500
2225,5,3,473413
1966,1,4,428054
2701,2,3,525409
1527,6,4,392564
2008,3,4,440652
2541,3,2,488709
2890,2,2,520216
1897,6,3,445714
3342,6,4,675925
2046,4,3,453916
2848,2,1,506056
1827,2,4,419748
1922,5,1,394239
2585,5,1,499584
2409,4,4,534410
1991,3,1,376274
1478,3,4,359303
3312,1,4,631048
1863,5,2,403963
2035,1,3,424669
1037,2,4,310492
1720,4,1,383900
2444,2,1,458138
1927,6,3,433730
3325,5,3,652539
2145,4,2,462745
1704,3,4,386571
2855,2,4,560879
3226,5,4,641525
2673,3,3,527418
2067,2,3,427598
1908,1,3,398889
1179,3,2,273445
2177,3,3,430607
2197,4,4,494319
1429,2,2,305405
2038,4,3,451477
2560,2,3,505940
1859,1,3,391971
2162,6,1,439533
995,5,4,315849
2911,2,4,570205
1665,4,1,356823
1851,3,3,409907
2129,6,1,447238
1901,3,1,380989
2480,3,1,494149
1815,2,1,345914
1710,5,2,400477
2466,2,4,501091
634,6,1,203372
1362,6,3,364558
2121,4,1,435615
2419,3,4,506392
2423,4,3,492060
638,1,2,194098
1757,3,4,407528
2430,4,1,460778
1486,5,4,385404
1883,6,1,414352
2225,2,3,445340
2032,6,3,468468
2244,3,3,464844
1913,5,1,394784
2284,4,3,477597
2296,1,1,420679
2427,6,2,497295
2398,2,1,457473
2492,2,1,465583
1758,2,3,380810
1786,5,3,414968
2101,3,2,422202
2979,2,1,519603
2114,3,2,425851
2838,5,2,566222
2740,5,1,521386
2743,4,4,546108
2706,3,2,523136
1525,2,1,306254
1460,6,2,350880
1569,6,3,387430
2559,2,4,509169
1861,6,3,422545
1699,2,3,364372
1791,5,2,392960
2239,2,4,451480
1651,3,2,365286
1749,4,3,404809
1847,5,1,394566
2458,2,1,452248
1170,1,3,281302
2004,2,3,422570
1821,1,4,393973
2303,6,4,509514
1942,4,2,402814
1541,6,2,383051
3074,3,3,565576
2772,5,4,579360
2122,6,3,474309
2296,2,1,417030
1627,5,2,390210
2104,4,2,426487
3327,4,3,633095
2619,6,2,538208
1471,5,1,342521
2202,2,2,442683
2040,2,1,388161
2260,5,1,451408
2890,3,3,562398
1545,5,3,389620
1899,6,4,447274
1438,5,3,355822
2107,1,2,394910
2053,3,2,419801
3041,2,4,583874
1574,4,4,378906
2453,3,3,486649
689,5,2,223982
2966,5,4,609272
2014,1,2,398003
2069,2,1,397405
1888,3,3,402034
2236,6,2,475863
1702,6,4,438380
2071,4,1,414971
2674,1,4,516699
1804,5,1,380154
1848,6,1,400859
1859,5,4,423061
2478,5,3,501572
1924,3,4,432851
1777,6,2,391170
2089,6,4,484163
2531,1,1,436409
1348,4,1,311393
2373,6,2,515604
2176,1,1,396941
2198,1,4,452025
2009,6,1,434750
2015,3,3,430571
2351,3,1,428699
1225,2,4,311689
1595,6,3,396793
1155,3,1,267700
2905,4,2,580060
2629,2,2,487715
914,3,4,281989
2181,2,1,408722
1890,5,3,396888
2297,3,3,458606
2167,6,3,482973
1928,6,4,461540
1969,3,3,410723
2508,3,2,492794
1702,5,4,415242
1807,2,1,346536
2323,2,1,437014
2427,1,2,449607
2146,1,2,416077
1759,5,2,412182
1164,5,4,337053
1184,3,3,287901
1898,4,2,412125
2083,5,4,471147
1823,4,2,396944
1474,3,1,307262
1396,1,4,335414
2081,4,2,428034
2678,1,2,485497
1627,2,1,308326
1987,2,2,404440
1644,6,1,380647
2300,4,3,484536
1937,6,4,461151
2494,3,3,488006
2058,6,4,478558
2059,3,4,434896
1573,1,2,324698
1581,6,2,381107
2229,1,3,453858
2114,6,3,450198
3006,4,3,580311
1451,5,4,373985
2495,1,2,443410
2065,2,2,417077
1512,4,3,372884
662,1,3,219799
1682,6,2,385292
1745,5,3,379621
1744,6,4,435858
2450,6,3,513966
1770,5,1,380097
2136,4,2,461603
1303,5,2,329968
2194,1,2,427632
1350,2,4,345299
2337,2,4,471326
2483,4,1,471952
1250,1,1,267309
2961,2,4,575788
1772,2,4,391913
2181,6,1,452895
2382,5,2,488012
1663,4,4,401989
1649,2,3,362143
1788,3,3,401310
2228,3,1,438063
2292,6,3,485329
2697,2,3,531392
2621,4,1,492028
2615,3,2,507424
2437,1,2,446093
2398,4,3,507078
1798,6,3,429356
1723,6,3,416919
1228,2,1,285222
2699,5,3,540821
2023,5,2,436734
2166,1,3,459189
593,3,1,189331
1670,3,4,402287
2486,4,4,513493
2165,3,2,452261
1669,6,3,398332
1941,4,4,437658
2989,2,3,569351
1882,2,2,368638
2060,6,3,467335
1996,4,1,386120
2103,3,4,449933
2602,3,3,518691
3241,1,4,605434
2738,5,2,559027
2116,5,1,425301
2596,4,4,543105
1252,1,3,293411
1991,6,1,420693
1649,4,2,373612
1715,5,1,354306
2480,5,4,523781
2683,5,1,516808
1334,4,1,300339
1911,4,4,448631
1674,3,2,367476
2333,4,4,507511
2555,4,4,533611
3133,5,2,591083
2598,6,1,514947
2572,3,3,523805
1499,1,3,345131
1662,6,4,432904
2027,3,1,399016
3284,1,4,617712
2038,4,1,411106
2715,5,3,546349
1790,5,2,391797
1988,1,2,391553
1989,6,4,465611
1753,4,2,382390
2343,6,4,504356
1352,5,2,335110
1086,1,4,283744
1868,6,1,425264
2275,6,3,475676
1619,1,1,324856
3162,6,2,616156
1998,3,2,415325
2038,6,3,471263
1499,6,3,384806
2314,2,2,432110
2512,5,3,545828
2099,2,4,436460
2156,4,2,443387
2121,5,4,459842
1548,4,4,385899
2720,1,3,521004
1844,4,4,418532
2863,5,1,535729
1396,4,3,326429
2453,3,1,472080
2093,4,2,437253
2045,1,4,421293
1704,2,4,403015
2335,3,4,503611
2268,4,2,467687
2893,4,1,544826
2334,5,2,488699
1795,2,3,385131
1784,2,3,377184
2161,6,4,479881
2742,3,3,541363
2193,3,1,412388
2511,3,4,486864
2148,6,4,503056
1061,6,1,285940
2227,6,1,449082
1903,1,2,378791
2614,6,1,515849
2826,3,4,575573
2901,3,3,578064
1913,2,2,381106
1763,2,2,378131
1840,5,1,385321
1941,2,3,394948
2082,6,4,479989
1539,2,2,319432
2010,4,3,445935
983,3,4,285810
3075,1,2,556975
1884,4,2,409232
1787,3,4,422631
2272,2,3,459245
2419,3,4,516199
